モンスタID,モンスタ名,ドロップ1,ドロップ率,ドロップ2,ドロップ率,ドロップ3,ドロップ率,ドロップ4,ドロップ率,ドロップ5,ドロップ率,ドロップ6,ドロップ率,ドロップ7,ドロップ率,ドロップ8,ドロップ率
3464,サンドバッグマン(念1),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3473,S・J・アーネストウルフ,マステラの実,0,イグドラシルの実,0,ひまわり少年 [1],0,ジュリエットディレイチェル [2],0,リンディーホップ [1],0,刻の牢獄,0,リンゴ,0,S・J・アーネストウルフカード,1
3474,不滅の呪われた騎士,ブリガン,0,邪念のツーハンドソード,0,邪念のランス,0,邪念のツーハンドアックス,0,邪念のセイバー,0,邪念のスピア,0,邪念のメイス,0,不滅の呪われた騎士カード,1
3475,不滅のウィンドゴースト,ジャルゴン,0,スケルボーン,0,ドクロ,0,邪念のスタッフ,0,ラフウィンド,0,ライトニングボルトLv5,0,邪念のロッド,0,不滅のウィンドゴーストカード,1
3476,不死のゾンビ,亡者の爪,0,べとべとする液体,0,オパール,0,亡者の牙,0,呪われたルビー,0,リンゴ,0,リンゴ,0,リンゴ,0
3477,不死の要塞兵,動く黒い物質,0,おにぎり,0,タキシード,0,花,0,邪念のダガー,0,邪念のセイバー,0,邪念のスピア,0,リンゴ,0
3478,不死のゾンビスローター,ガタガタするドクロ,0,壊れた農具,0,べとべとする液体,0,死者の遺品,0,ダイヤモンド１カラット,0,カルニウム,0,邪念のセイバー,0,リンゴ,0
3479,不死のゾンビマスター,ぼろぼろの服,0,べとべとする液体,0,亡者の牙,0,ルビー,0,オパール,0,星のかけら,0,邪念のカタール,0,リンゴ,0
3480,不死のラギッドゾンビ,スケルボーン,0,ガタガタするドクロ,0,ミスティックフローズン,0,ダイヤモンド１カラット,0,ダイヤモンド１カラット,0,邪念のハンドガン,0,カルニウム,0,リンゴ,0
3481,不死の悪夢の影,闇の破片,0,闇の結晶体,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3482,不死の怒りの影,闇の破片,0,闇の結晶体,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3483,不死の呪いの影,闇の破片,0,闇の結晶体,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3485,不死のラギッドゾンビ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3487,不死の軍団班長,動く黒い物質,0,除湿剤,0,おにぎり,0,タキシード,0,花,0,邪念のダガー,0,邪念のセイバー,0,リンゴ,0
3488,不死の軍団分隊長,動く黒い物質,0,除湿剤,0,おにぎり,0,タキシード,0,花,0,邪念のダガー,0,邪念のセイバー,0,リンゴ,0
3489,不死の軍団兵士長,動く黒い物質,0,除湿剤,0,おにぎり,0,タキシード,0,花,0,邪念のダガー,0,邪念のセイバー,0,不死の軍団カード,1
3490,不死の軍団司令官,動く黒い物質,0,おにぎり,0,除湿剤,0,タキシード,0,花たば,0,邪念のダガー,0,邪念のセイバー,0,不死の軍団カード,1
3493,システムメッセージ2,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3495,エッグリン,ゼロピー,6400,べとべとする液体,200,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,エッグリンカード,1
3496,リーフルナティック,クローバー,0,やわらかな毛,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リーフルナティックカード,1
3497,グラスファブル,綿毛,0,やわらかな毛,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,グラスファブルカード,1
3498,ワイルドホーネット,ハチの針,0,ゼロピー,0,ハチ蜜,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ワイルドホーネットカード,1
3499,スウィートフロッグ,べとべと水かき,0,かえるの卵,0,エメラルド,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,スウィートフロッグカード,1
3500,ハンターウルフ,獣の皮,0,狼の爪,0,エルニウム原石,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ハンターウルフカード,1
3501,トランススポア,きのこの胞子,7200,赤ハーブ,2800,スポア人形,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,トランススポアカード,1
3502,偵察バジルリスク,蛇の鱗,5300,にく,700,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,偵察バジルリスクカード,1
3503,突撃赤バジルリスク,蛇の鱗,0,ヒナレの葉,0,エルニウム,0,エンペリウム,0,リンゴ,0,リンゴ,0,リンゴ,0,突撃バジルリスクカード,1
3504,突撃緑バジルリスク,蛇の鱗,0,アロエの葉,0,オリデオコン,0,エンペリウム,0,リンゴ,0,リンゴ,0,リンゴ,0,突撃バジルリスクカード,1
3505,ビッグエッグリン,古く青い箱,0,黄金,0,金塊,0,でっかいゼロピー,0,エルニウム,0,オリデオコン,0,めだまやき [1],0,ビッグエッグリンカード,1
3506,ジャングルマンドラゴラ,植物の茎,0,若芽,0,緑ハーブ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ジャングルマンドラゴラカード,1
3507,フルーツポムスパイダー,短い足,0,リンゴ,0,バナナ,0,ブドウ,0,リンゴ,0,リンゴ,0,リンゴ,0,フルーツポムスパイダーカード,1
3508,エッグリン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3510,神殿警備兵,黒い覆面,0,銀のブレスレット,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0,リンゴ,0
3511,興奮した信者,白い仮面,0,氷の心臓,0,血のついた紙,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3512,過激な信者,白い仮面,0,ガタガタするドクロ,0,子悪魔の翼,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3513,豹変した犬,鋭い牙,0,熱い毛,0,白ポーション,0,スケルボーン,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3514,大神官,氷の心臓,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3515,冷え切った心,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3516,ルーミン,小さな水差し,2100,氷の心臓,1300,白ポーション,2200,白ポーション,100,スピードアップポーション,100,氷バラ,100,リンゴ,0,リンゴ,0
3518,妄信の神殿警備兵,黒い覆面,0,銀のブレスレット,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0,リンゴ,0
3519,妄信の信徒,白い仮面,0,氷の心臓,0,血のついた紙,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3520,心酔の信徒,白い仮面,0,ガタガタするドクロ,0,子悪魔の翼,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3521,豹変した狂犬,鋭い牙,0,熱い毛,0,白ポーション,0,スケルボーン,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0
3522,憤怒の大神官,古い人形,0,氷の心臓,0,白ポーション,0,白ポーション,0,スピードアップポーション,0,リンゴ,0,リンゴ,0,リンゴ,0
3523,凍りついた心,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3524,呪縛のルーミン,小さな水差し,2100,氷の心臓,1300,白ポーション,2200,白ポーション,100,スピードアップポーション,100,氷バラ,100,リンゴ,0,リンゴ,0
3525,破壊の氷の巨人,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3526,クトルラナックスの幻影,ミスティックフローズン,0,凍りついた夢,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3529,ミニオン(初級)(カーリッツバーグ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3530,ミニオン(初級)(苦痛のロイヤルナイト),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3531,ミニオン(初級)(深淵の騎士),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3532,ミニオン(初級)(ダークイリュージョン),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3533,ミニオン(初級)(ビホルダーマスター),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3534,ゲートキーパー(初級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3535,真化エレメス(初級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3536,真化ハワード(初級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3537,真化カトリーヌ(初級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3538,真化マーガレッタ(初級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3540,リトルフローズンウルフ(1),ブルージェムストーン,0,邪念のロッド,0,邪念のバイオリン,0,邪念のワイヤー,0,邪念のボウ,0,邪念のブック,0,リンゴ,0,リンゴ,0
3541,リトルフローズンウルフ(2),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3542,ミニオン(中級)(カーリッツバーグ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3543,ミニオン(中級)(苦痛のロイヤルナイト),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3544,ミニオン(中級)(深淵の騎士),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3545,ミニオン(中級)(ダークイリュージョン),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3546,ミニオン(中級)(ビホルダーマスター),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3547,ゲートキーパー(中級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3548,真化エレメス(中級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3549,真化ハワード(中級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3550,真化カトリーヌ(中級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3551,真化マーガレッタ(中級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3553,リトルタフィー(1),レッドジェムストーン,0,邪念のダガー,0,邪念のセイバー,0,邪念のスピア,0,邪念のメイス,0,邪念のカタール,0,邪念のフィスト,0,リンゴ,0
3554,リトルタフィー(2),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3555,ミニオン(上級)(カーリッツバーグ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3556,ミニオン(上級)(苦痛のロイヤルナイト),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3557,ミニオン(上級)(深淵の騎士),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3558,ミニオン(上級)(ダークイリュージョン),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3559,ミニオン(上級)(ビホルダーマスター),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3560,ゲートキーパー(上級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3561,真化エレメス(上級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3562,真化ハワード(上級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3563,真化カトリーヌ(上級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3564,真化マーガレッタ(上級),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3566,不死の串刺し軍団兵,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3567,不死の切り裂き軍団兵,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3568,不死の八つ裂き軍団兵,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3571,疾風のラタトスク,サイファー,0,丸い羽根,0,華やかな妖精の翼,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3572,旋風のパルス,サイファー,0,丸い羽根,0,華やかな妖精の翼,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3573,暴風のガラパゴ,サイファー,0,丸い羽根,0,華やかな妖精の翼,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3574,激震のドゥネイール,鋭い葉っぱ,7058,大量のどんぐり,1764,マステラの実,784,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3575,地を這うゴーレム,鋭い葉っぱ,5384,大量のどんぐり,2115,マステラの実,480,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3576,根付いた天下大将軍,鋭い葉っぱ,5593,大量のどんぐり,1949,マステラの実,254,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3577,ホーリーエルダー,聖水,0,クスクス笑う箱,0,神秘のルーン原石,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3578,リトリビューション,聖水,0,クスクス笑う箱,0,神秘のルーン原石,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3579,ヘルレイス,聖水,0,クスクス笑う箱,0,神秘のルーン原石,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3580,ヒートレイドリック,ブリガン,0,壊れた鎧,0,レッドブラッド,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3581,インフェルノナイト,ブリガン,0,壊れた鎧,0,レッドブラッド,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3582,マグマゴーレム,ブリガン,0,壊れた鎧,0,レッドブラッド,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3583,エルヴィラ,青ポーション,0,エルヴィラキャンディ,0,古いカード帖,0,エルヴィラペンダント [1],0,エルヴィラブーツ [1],0,リンゴ,0,リンゴ,0,エルヴィラカード,1
3584,無慈悲なジオイア,コインホルダー,0,古い紫色の箱,0,黄金,0,古いカード帖,0,古びた赤い箱,0,リンゴ,0,リンゴ,0,無慈悲なジオイアカード,1
3585,無慈悲なジオイアの影,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3586,虐殺のジオイア,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3587,ソヒョン,青ポーション,10000,エルヴィラキャンディ,0,ソヒョンの羽衣 [1],0,古いカード帖,0,ソヒョンの小太刀 [1],0,リンゴ,0,リンゴ,0,ソヒョンカード,1
3588,将軍デヒョン,コインホルダー,0,古い紫色の箱,0,黄金,0,古いカード帖,0,古びた赤い箱,0,リンゴ,0,リンゴ,0,将軍デヒョンカード,1
3589,将軍デヒョンの影,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3590,勇猛の大将軍デヒョン,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
3591,ルド,青ポーション,0,エルヴィラキャンディ,0,ルドのロールペーパー [1],0,古いカード帖,0,ルドの黒い羽 [1],0,リンゴ,0,リンゴ,0,ルドカード,1
3592,亡者の守護者カデス,コインホルダー,0,古い紫色の箱,0,黄金,0,古いカード帖,0,古びた赤い箱,0,リンゴ,0,リンゴ,0,亡者の守護者カデスカード,1
3593,亡者の守護者カデスの影,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
